Wavenumber,WD23MI02,WD33MI03,SH55MI02,SH54MI11,SH63MI02,WD71AMI01,SH63MI10,SH01MI11,SH01MI05,SH63MI39,WD23MI03A,FI38MI01C,SH01MI12B,CV09EMI05,FI38MI01B,SH01MI12A,OK14MI07,OK14MI12,AK96MI13,OK14MI01,WD35MI04A,SH63MI43,OK14MI06C,Terry3MI04A,FI45MI02,AK96MI08,WD70MI03,Terry3MI03,JFL19BMI11,WD12MI04A,FI45MI05,WD70MI01A,WD35MI02,WD07MI01A,FI45MI06,OK14MI08,WD70MI01B,WD12MI06,WD35MI01,OK14MI09,WD07MI01B,SH63MI53,FI38MI05A,SH58MI01,SH63MI34,SH01MI21,OK17MI05A,SH63MI22,FI45MI04A,SH63MI27,JFL30AMI12,VS73MI02,SH63MI25,SH63MI31,SH63MI24
1276.666,1.1447438385672783,0.8091371608339639,0.9013388626136489,0.680845665980144,1.6441118740779503,1.363087042961883,0.8224273902530117,0.9117294749814893,0.5952846585071736,1.0345987594535702,2.1487717908672277,0.510848953553157,1.1855803036919097,0.6145325679719644,0.5207458301210994,1.073399251968425,1.703036388246688,0.8256431917924052,0.735251992124512,0.8921392179290284,0.8238242829675306,0.8388359957645559,0.40524287680909327,0.5099253435585918,0.8702190351079173,0.6614141819372039,0.6269741183790571,0.9351455136344433,0.9263236419983831,0.9405122549870324,0.7939562489604681,0.758755835336326,0.8897021512241461,0.8268187521682161,0.8708299493653934,0.9597915153721799,0.7561718281807099,1.0769139623006754,0.9410172521298283,1.110174614535016,0.9479068647898923,0.6427902459442937,0.7851059154678536,1.1551229518030206,1.1159687605486783,1.0180561956653111,0.5631348172429791,0.5944767873459825,0.8825946871092125,0.7795746941420318,0.9707413427258758,0.927980937196475,0.8819579062678973,1.0548396991865863,0.9508881011477816
1278.594,1.123626728308484,0.7935383968070451,0.8752701308460156,0.6619464474935074,1.6048699544916663,1.3369351969636227,0.8039036581517838,0.8955052108354795,0.5825863355548366,1.0055221872062758,2.114133944798317,0.4961653097250267,1.1663509492163882,0.6009065322467022,0.506622499661833,1.0520989420385867,1.668023267885412,0.8086394063471776,0.7164930957809144,0.8762918039263257,0.8079813854202982,0.8208659456684683,0.39635086808707476,0.49435633728795747,0.8562029425009925,0.6458466017864154,0.6148943487357872,0.9151559750650843,0.9092870562285761,0.9219344543133494,0.7797232759304502,0.7439987505168533,0.8755627630747973,0.8110315544095471,0.854519667792222,0.9385567855979651,0.7412092548548029,1.054364978736341,0.9253763447944936,1.0867447527182281,0.9294576739580667,0.6302829086539063,0.7697890969197437,1.1307793128296657,1.0908008783297172,0.9916301855064849,0.5515539841794814,0.5780692541508827,0.8647232663287989,0.7613519617199802,0.9499670895278727,0.9066144781260599,0.8596402046532019,1.0315649389836148,0.9291891246350845
1280.523,1.1032366956155908,0.7784284707068223,0.8503469314484482,0.6438516100909667,1.5673129139201476,1.3116050682756684,0.7860214860962202,0.8798908809824739,0.5703573205190553,0.9777071049545205,2.0805121676462925,0.4819643906568287,1.1476952408830208,0.5877871119916787,0.49299604275771336,1.0316550777984523,1.6342582553883536,0.7922322702290987,0.6985180010820826,0.8609169244284576,0.7927063853439589,0.8035417973409482,0.3878026279207211,0.4793534849438683,0.8425216813852847,0.6308832882347367,0.6032287663898921,0.8959140736561382,0.8927603955911897,0.9039800376385301,0.7659360415270715,0.7297504296814543,0.8618831970487526,0.795774706669855,0.8387370831266331,0.9180550713927806,0.7267535332648584,1.0326298853310094,0.9102464919910693,1.0641842614875086,0.9116081278495112,0.6183657358264555,0.7549870945275303,1.1074054433199119,1.0665795035425878,0.9663437080456692,0.5403984916780706,0.5623566468268378,0.8474550970166324,0.7439214075034819,0.9299493801065228,0.8860242892105805,0.8382645245162379,1.0091418526978118,0.9083589747090391
1282.452,1.0835527947923858,0.7637959803677941,0.8265326919883393,0.6265352731362652,1.5313834277149554,1.2870766078481521,0.7687641154676901,0.8648684101546329,0.5585846404805992,0.9511135093588067,2.047883119253608,0.4682338195172846,1.1295995444062727,0.5751601268454416,0.4798529770543114,1.0120408686019076,1.6017068352023767,0.7764051433997394,0.681302244637298,0.8460034319424525,0.7779831992392061,0.7868454139315388,0.379588106907559,0.46490152865627304,0.8291709290378482,0.6165059594185633,0.5919669904059699,0.8773986832490436,0.8767324795915536,0.8866347154303267,0.752583371060211,0.7159974211430611,0.8486517902346415,0.7810345701459627,0.8234694265707905,0.8982661091028332,0.7127917306531807,1.0116871517025343,0.8956142618972989,1.0424684867538732,0.8943437162115337,0.6070188965581385,0.7406866636116589,1.0849717228106894,1.0432777098254646,0.9421609710693666,0.5296566104253706,0.5473167592705167,0.8307754051596685,0.7272558501405404,0.9106670945017674,0.8661883308226751,0.8178009241332831,0.9875456361586068,0.8883704831716877
1284.38,1.064554364687805,0.7496296585996872,0.8037913520751219,0.6099719386664215,1.4970249852251183,1.2633299793297685,0.7521149792720443,0.85041999178681,0.5472554872615734,0.9257019627612151,2.0162237891215087,0.4549613896474707,1.1120503762877094,0.5630115826495006,0.4671800172992382,0.9932299037053093,1.570334987477838,0.7611416085620144,0.6648216840030541,0.8315403006370623,0.7637959703611672,0.7707588710840712,0.3716973872306643,0.45098540674999965,0.8161463642897024,0.6026965385793305,0.581098763404128,0.8595889401360831,0.8611922149334735,0.8698843225972053,0.7396542524768703,0.7027264613976725,0.8358570297245425,0.7667976750323754,0.8087040885184535,0.8791700088318288,0.6993110831307595,0.9915154980757536,0.8814663836408736,1.0215731036995148,0.8776500947531076,0.5962228473084943,0.7268747407248829,1.0634489317628306,1.0208689349850053,0.9190466661712984,0.5193167568665167,0.5329277264263704,0.8146695763563527,0.711328500996681,0.8920993806722282,0.8470848266676078,0.7982198613978937,0.9667518188978277,0.8691968131211063
1286.308,1.046220613410438,0.7359182767929742,0.7820866571354799,0.5941361240526586,1.4641804156313798,1.2403448506905463,0.7360573539803978,0.8365278172593023,0.5363570072759773,0.90143292230577,1.9855115498313536,0.442134965316214,1.0950340629961826,0.551327415023543,0.4549639694242269,0.9751956066786736,1.5401090164591882,0.746425222203932,0.649051977737658,0.8175164179557721,0.7501288522079843,0.7552640116908587,0.36412049430937615,0.4375900505367906,0.8034435698681794,0.5894364889555218,0.570613778304111,0.8424637916368991,0.8461282831218825,0.8537144564074299,0.7271377791819216,0.6899243660993659,0.8234874153281899,0.7530505237550968,0.7944284799873154,0.8607478013666601,0.6862988419558885,0.9720934409671251,0.8677893522351077,1.001473738014802,0.8615128698604777,0.5859579683969642,0.7135383200700641,1.0428076575435656,0.9993265807074654,0.8969652814966815,0.5093672786928156,0.5191677725392162,0.7991228456459452,0.6961122851863724,0.8742251544450979,0.8286916661250926,0.7794914777875189,0.946735838582841,0.8508105355307362
1288.237,1.0285311535723887,0.7226507579358791,0.7613830765242839,0.5790028583215241,1.432793852730313,1.2181012481381939,0.7205748005759964,0.8231743973195371,0.5258765755496646,0.8782676331418976,1.9557240132875755,0.4297425914448759,1.0785371609409427,0.5400938029768931,0.44319184291708835,0.957911931827882,1.5109957412708646,0.7322398361947702,0.6339692814226858,0.8039208456908471,0.7369662786600459,0.7403430331189227,0.35684764161881977,0.4247006352946697,0.7910581160360266,0.5767076939004007,0.5605018821798016,0.8260025769406114,0.8315295573939979,0.8381109112049057,0.715023188817222,0.6775781455316978,0.8115316244139181,0.7397798390957354,0.7806301887835612,0.8429807051960572,0.6737424463320812,0.9533998582346861,0.8545699144688257,0.982146446870613,0.8459178626936195,0.5762050472195168,0.7006645837506537,1.0230190694792374,0.9786245115105847,0.8758820163171142,0.499796733352671,0.5060155356813129,0.7841206815937563,0.6815807488772794,0.8570237234214964,0.8109871867754613,0.7615865458633249,0.9274736048350336,0.8331848427574581
1290.166,1.0114663638988413,0.7098162651580093,0.7416464152111222,0.5645479926094994,1.4028119918927848,1.1965801971954293,0.7056514708539094,0.8103428091503708,0.5158019773990246,0.8561687008488519,1.926839014977774,0.4177725874906214,1.0625467611533033,0.5292973991150505,0.4318509529668195,0.9413538420283395,1.4829626578112636,0.7185698142644257,0.6195506897507195,0.7907430045382069,0.7242931561637045,0.7259788693992268,0.34986939385185917,0.4123027616938289,0.7789856629639194,0.5644930265984041,0.5507532351005529,0.8101854205704376,0.8173853688525318,0.8230600068079679,0.7032999274013909,0.6656751098281661,0.7999786364103734,0.7269727377691109,0.7672971093790159,0.8258496618396403,0.6616296676597454,0.9354143930870724,0.8417954224717923,0.963568051683528,0.8308513021352362,0.5669455887081348,0.6882410213059861,1.0040554322026793,0.9587374102379322,0.8557633676088774,0.49059407399732063,0.4934502869511701,0.7696490628007695,0.667708637255152,0.8404752308341705,0.7939506897785261,0.7444770825980475,0.9089418634995472,0.8162943429988833
1292.094,0.9950069157538078,0.6974040971923564,0.7228430048287282,0.5507477704216488,1.3741823783716467,1.175762943299886,0.6912717141463582,0.7980164008404915,0.5061211673207637,0.8350993129149427,1.8988347106804573,0.40621344298888973,1.0470501099316367,0.5189250453539374,0.4209288112431201,0.9254966899217539,1.4559777576271868,0.7053997478151937,0.6057736313522644,0.7779724400968844,0.71209462114293,0.7121546772029625,0.34317645119156776,0.40038222933661766,0.7672218695689581,0.5527755808207453,0.5413581218930683,0.7949927181731343,0.8036851434600817,0.8085481909620882,0.6919576008270409,0.6542027566424153,0.7888175820687007,0.7146165087050226,0.7544172956469652,0.8093359728316452,0.6499484463802591,0.9181169459030012,0.8294533944250797,0.9457157097207015,0.8162995857313535,0.5581613938614902,0.6762553026873586,0.9858894238852927,0.9396403297897238,0.8365763327339737,0.48174840393763074,0.4814516434223667,0.7556941317649009,0.6544711050243863,0.8245600952682608,0.7775617526243929,0.7281355212376652,0.8911177041233729,0.8001139963194382
1294.022,0.9791334600702158,0.6854036076886505,0.7049391769914426,0.5375785671238461,1.3468523425976904,1.1556303755577333,0.6774198094156405,0.7861785676284561,0.4968221128611439,0.8150227535027329,1.8716895631531927,0.3950537297675457,1.0320343381631156,0.5089635675928583,0.41041302878926855,0.9103158018650352,1.4300093769633582,0.6927142687482666,0.5926154954308873,0.7655986602635454,0.700355870436002,0.6988535098189448,0.3367595087598246,0.38892487577133145,0.7557622897251162,0.5415381859829048,0.5323068076726949,0.7804047955611236,0.7904181767970996,0.794561743528394,0.6809859067452657,0.6431486710694019,0.7780376313857365,0.7026984608321029,0.7419788403209258,0.793421691851661,0.6386867580080442,0.9014873170660868,0.8175312000847168,0.9285666233951432,0.80224910783035,0.5498342963215671,0.6646951643289883,0.9684936952251771,0.921308379374995,0.8182879120201025,0.4732488163984076,0.4699993783072566,0.742241949892058,0.641843227666099,0.8092586190373763,0.7617997873280392,0.7125341893221356,0.8739782500530717,0.784618435252414
